2013-12-14-12	11.8869	4.8213	8.7409	5.3501	43.4033	5.1137	5.1137	4.9585
2013-12-14-18	14.1246	6.3033	14.1234	6.3431	46.4705	4.7435	4.7435	6.3662
2013-12-15-00	11.9967	5.9541	13.0941	10.7475	44.6246	5.9750	5.9750	5.4585
2013-12-15-06	12.7623	7.0541	16.8717	10.7265	45.7049	4.7100	4.7100	6.0237
2013-12-15-12	11.7082	9.4869	21.2130	11.6984	42.8033	7.6221	7.6221	6.7819
2013-12-15-18	12.3361	10.0098	20.2098	11.3023	40.4328	7.6215	7.6215	7.2275
2013-12-16-00	12.1885	8.2115	15.4467	10.6134	41.0475	6.2643	6.2643	6.9439
2013-12-16-06	6.2557	6.2918	18.4137	9.6846	43.8164	5.2089	5.2089	4.9691
2013-12-16-12	13.3246	8.4623	14.3738	11.2346	42.4967	8.4689	8.4689	7.7174
2013-12-16-18	16.3902	9.4836	11.6599	13.1889	42.2066	8.9886	8.9886	9.3057
2013-12-17-00	14.2115	8.2361	17.1181	11.9312	43.3082	9.2801	9.2801	8.9803
2013-12-17-06	11.2656	6.8049	13.7886	11.1928	43.3590	8.1547	8.1547	6.7576
2013-12-17-12	7.6049	7.4000	11.9761	16.3993	42.2770	5.3791	5.3791	5.4712
2013-12-17-18	7.7656	7.3377	8.5614	18.4684	40.8262	4.7958	4.7958	4.7494
2013-12-18-00	8.8738	8.2443	11.6720	10.8382	40.3262	4.2440	4.2440	5.2186
2013-12-18-06	12.2377	7.1951	9.3909	8.9220	41.0246	3.9813	3.9813	5.3108
2013-12-18-12	10.1738	9.5770	9.0897	4.7685	41.4393	5.7460	5.7460	6.8139
2013-12-18-18	17.6459	10.8148	11.9428	8.3115	38.7033	10.4587	10.4587	9.6301
2013-12-19-00	13.8951	7.8393	8.3141	6.5177	38.8180	6.4133	6.4133	5.3938
2013-12-19-06	8.1098	7.6639	8.6918	7.0645	38.4525	6.1241	6.1241	6.0580
2013-12-19-12	11.0590	8.0344	12.9712	9.3618	41.4689	6.1612	6.1612	6.5866
2013-12-19-18	12.3656	10.8754	18.8602	8.2990	38.4836	6.6050	6.6050	8.6024
2013-12-20-00	9.4918	9.7311	17.2293	15.1395	40.3525	6.5996	6.5996	7.7314
2013-12-20-06	9.9164	10.1049	15.8559	16.8544	39.6721	7.6471	7.6471	7.4057
2013-12-20-12	7.0197	8.8770	18.1424	14.6192	41.9393	5.8876	5.8876	7.4529
2013-12-20-18	6.3557	7.5475	19.4822	14.3453	41.8164	6.5924	6.5924	7.0517
2013-12-21-00	8.4508	8.6705	17.3260	15.7254	41.5000	8.4837	8.4837	9.3369
2013-12-21-06	11.5328	8.6803	19.8861	12.9156	39.4115	8.8652	8.8652	9.8467
2013-12-21-12	9.7885	11.7328	22.5059	16.6218	39.9410	8.7165	8.7165	10.3281
2013-12-21-18	11.9279	9.9770	24.0604	10.3092	42.5557	7.9862	7.9862	10.0599
2013-12-22-00	11.4951	8.7885	11.6511	13.1809	44.5574	9.4960	9.4960	9.5985
2013-12-22-06	8.8230	9.9426	13.8964	12.5613	48.0328	9.7897	9.7897	10.4839
2013-12-22-12	10.0410	11.6852	16.2505	10.4630	44.4967	8.7304	8.7304	10.8267
2013-12-22-18	12.6213	11.7541	13.5047	13.0653	42.6131	8.9915	8.9915	11.0393
2013-12-23-00	11.3443	10.6164	15.4122	14.8214	42.9180	9.1960	9.1960	9.7399
2013-12-23-06	8.8869	7.9410	13.7803	10.3846	45.7820	7.2357	7.2357	8.1010
2013-12-23-12	13.6541	11.1820	13.4918	10.5814	45.1115	8.2330	8.2330	9.9334
2013-12-23-18	7.7590	7.8852	15.1242	11.6036	42.4049	7.3205	7.3205	7.5570
2013-12-24-00	15.4770	7.0557	21.7836	13.6773	43.7820	7.2705	7.2705	7.1255
